"","id","participant","persistence","anonymity","topic","repetition","group","expressions"
"143","143",3,1,1,2,1,8,0.489739362450777
"144","144",4,1,1,2,1,8,-0.171997841219334
"145","145",5,1,1,2,1,8,-0.943273208882405
"146","146",6,1,1,2,1,8,-0.0112077004856571
"147","147",7,1,1,2,1,8,-2.00495862889104
"148","148",8,1,1,2,1,8,1.26555486156289
"149","149",9,1,1,2,1,8,-0.0467466617881023
"150","150",10,1,1,2,1,8,1.97261167036215
"151","151",11,1,1,2,1,8,0.275509528899663
"152","152",12,1,1,2,1,8,-0.909946430921815
"153","153",13,1,1,2,1,8,0.410726353489055
"154","154",14,1,1,2,1,8,-1.13409763164425
"155","155",15,1,1,2,1,8,-1.4536334002391
"156","156",16,1,1,2,1,8,0.0914462355174628
"157","157",17,1,1,2,1,8,-0.643291873218433
"158","158",18,1,1,2,1,8,-0.198894648368376
"159","159",19,1,1,2,1,8,-0.125658675848336
"160","160",20,1,1,2,1,8,-0.789520946188072
"161","161",1,0,0,3,1,9,-0.826453810742332
"162","162",2,0,0,3,1,9,-0.0163566757779178
"163","163",3,0,0,3,1,9,-1.03562861241005
"164","164",4,0,0,3,1,9,1.39528080213779
"165","165",5,0,0,3,1,9,0.12950777181536
"166","166",6,0,0,3,1,9,-1.02046838411802
"167","167",7,0,0,3,1,9,0.287429052428485
"168","168",8,0,0,3,1,9,0.538324705129217
"169","169",9,0,0,3,1,9,0.375781351653492
"170","170",10,0,0,3,1,9,-0.505388387156356
"171","171",11,0,0,3,1,9,1.31178116845085
"172","172",12,0,0,3,1,9,0.189843236411431
"173","173",13,0,0,3,1,9,-0.821240580541804
"174","174",14,0,0,3,1,9,-2.4146998871775
"175","175",15,0,0,3,1,9,0.924930918143108
"176","176",16,0,0,3,1,9,-0.244933609015231
"177","177",17,0,0,3,1,9,-0.216190263098946
"178","178",18,0,0,3,1,9,0.743836210685299
"179","179",19,0,0,3,1,9,0.621221195098089
"180","180",20,0,0,3,1,9,0.393901321217509
"181","181",1,1,0,3,1,10,-0.564523596253587
"182","182",2,1,0,3,1,10,-0.653361680136508
"183","183",3,1,0,3,1,10,0.296963375404737
"184","184",4,1,0,3,1,10,0.156663198673657
"185","185",5,1,0,3,1,10,-1.08875569454952
"186","186",6,1,0,3,1,10,-1.10749515696212
"187","187",7,1,0,3,1,10,-0.0354180378631697
"188","188",8,1,0,3,1,10,0.368532924515416
"189","189",9,1,0,3,1,10,-0.512346212150228
"190","190",10,1,0,3,1,10,0.481107726454215
"191","191",11,1,0,3,1,10,-0.00189411963293196
"192","192",12,1,0,3,1,10,-1.01202639325077
"193","193",13,1,0,3,1,10,-0.0588803085755752
"194","194",14,1,0,3,1,10,-1.52936309608079
"195","195",15,1,0,3,1,10,1.03302370170104
"196","196",16,1,0,3,1,10,1.58039989850586
"197","197",17,1,0,3,1,10,-0.767221476466509
"198","198",18,1,0,3,1,10,-1.44413462631653
"199","199",19,1,0,3,1,10,0.169719627442413
"200","200",20,1,0,3,1,10,-0.535054603880824
"201","201",1,0,1,3,1,11,0.918977371608218
"202","202",2,0,1,3,1,11,0.782136300731067
"203","203",3,0,1,3,1,11,0.0745649833651906
"204","204",4,0,1,3,1,11,-1.98935169586337
"205","205",5,0,1,3,1,11,0.61982574789471
"206","206",6,0,1,3,1,11,-0.0561287395290008
"207","207",7,0,1,3,1,11,-0.155795506705329
"208","208",8,0,1,3,1,11,-1.47075238389927
"209","209",9,0,1,3,1,11,-0.47815005510862
"210","210",10,0,1,3,1,11,0.417941560199702
"211","211",11,0,1,3,1,11,1.35867955152904
"212","212",12,0,1,3,1,11,-0.102787727342996
"213","213",13,0,1,3,1,11,0.387671611559369
"214","214",14,0,1,3,1,11,-0.0538050405829051
"215","215",15,0,1,3,1,11,-1.37705955682861
"216","216",16,0,1,3,1,11,-0.41499456329968
"217","217",17,0,1,3,1,11,-0.394289953710349
"218","218",18,0,1,3,1,11,-0.0593133967111857
"219","219",19,0,1,3,1,11,1.10002537198388
"220","220",20,0,1,3,1,11,0.763175748457544
"221","221",1,1,1,3,1,12,2.20161776050478
"222","222",2,1,1,3,1,12,-0.239240002733169
"223","223",3,1,1,3,1,12,0.489739362450777
"224","224",4,1,1,3,1,12,-0.171997841219334
"225","225",5,1,1,3,1,12,-0.943273208882405
"226","226",6,1,1,3,1,12,-0.0112077004856571
"227","227",7,1,1,3,1,12,-2.00495862889104
"228","228",8,1,1,3,1,12,1.26555486156289
"229","229",9,1,1,3,1,12,-0.0467466617881023
"230","230",10,1,1,3,1,12,1.97261167036215
"231","231",11,1,1,3,1,12,0.275509528899663
"232","232",12,1,1,3,1,12,-0.909946430921815
"233","233",13,1,1,3,1,12,0.410726353489055
"234","234",14,1,1,3,1,12,-1.13409763164425
"235","235",15,1,1,3,1,12,-1.4536334002391
"236","236",16,1,1,3,1,12,0.0914462355174628
"237","237",17,1,1,3,1,12,-0.643291873218433
"238","238",18,1,1,3,1,12,-0.198894648368376
"239","239",19,1,1,3,1,12,-0.125658675848336
"240","240",20,1,1,3,1,12,-0.789520946188072
"241","241",1,0,0,1,2,13,-0.768668732818502
"242","242",2,0,0,1,2,13,-0.335178615123832
"243","243",3,0,0,1,2,13,0.978086996573204
"244","244",4,0,0,1,2,13,-1.72356680042976
"245","245",5,0,0,1,2,13,0.393946187628422
"246","246",6,0,0,1,2,13,0.132950371213518
"247","247",7,0,0,1,2,13,0.863099837276363
"248","248",8,0,0,1,2,13,-0.504183923634301
"249","249",9,0,0,1,2,13,0.170018809916288
"250","250",10,0,0,1,2,13,0.067098790772231
"251","251",11,0,0,1,2,13,-0.74252003099165
"252","252",12,0,0,1,2,13,1.00786780598317
"253","253",13,0,0,1,2,13,0.960402615694952
"254","254",14,0,0,1,2,13,0.500213649514998
"255","255",15,0,0,1,2,13,1.38683345454085
"256","256",16,0,0,1,2,13,0.358486425565304
"257","257",17,0,0,1,2,13,-1.47659220845804
"258","258",18,0,0,1,2,13,-0.773265414236886
"259","259",19,0,0,1,2,13,-1.42461261489836
"260","260",20,0,0,1,2,13,-0.673400636439312
"261","261",1,1,0,1,2,14,-0.905957462114257
"262","262",2,1,0,1,2,14,0.943038825170411
"263","263",3,1,0,1,2,14,-0.614579408546869
"264","264",4,1,0,1,2,14,-0.579556530043387
"265","265",5,1,0,1,2,14,-0.500190741213562
"266","266",6,1,0,1,2,14,0.312666307051405
"267","267",7,1,0,1,2,14,-0.473564404126326
"268","268",8,1,0,1,2,14,-0.437634171467048
"269","269",9,1,0,1,2,14,-1.08166047875566
"270","270",10,1,0,1,2,14,-0.724270272246319
"271","271",11,1,0,1,2,14,-0.339839559565485
"272","272",12,1,0,1,2,14,-0.988894486259664
"273","273",13,1,0,1,2,14,0.131496192632572
"274","274",14,1,0,1,2,14,-1.91839408178679
"275","275",15,1,0,1,2,14,-0.0934421392102344
"276","276",16,1,0,1,2,14,-1.93644982353759
"277","277",17,1,0,1,2,14,-0.700976126836611
"278","278",18,1,0,1,2,14,-0.928279904445006
"279","279",19,1,0,1,2,14,-1.052094780681
"280","280",20,1,0,1,2,14,-0.456896777847393
"281","281",1,0,1,1,2,15,-0.620366677224124
"282","282",2,0,1,1,2,15,0.0421158731442352
"283","283",3,0,1,1,2,15,-0.910921648552446
"284","284",4,0,1,1,2,15,0.158028772404075
"285","285",5,0,1,1,2,15,-0.654584643918818
"286","286",6,0,1,1,2,15,1.76728726937265
"287","287",7,0,1,1,2,15,0.716707476017206
"288","288",8,0,1,1,2,15,0.910174229495227
"289","289",9,0,1,1,2,15,0.384185357826345
"290","290",10,0,1,1,2,15,1.68217608051942
"291","291",11,0,1,1,2,15,-0.635736453948977
"292","292",12,0,1,1,2,15,-0.461644730360566
"293","293",13,0,1,1,2,15,1.43228223854166
"294","294",14,0,1,1,2,15,-0.650696353310367
"295","295",15,0,1,1,2,15,-0.207380743601965
"296","296",16,0,1,1,2,15,-0.392807929441984
"297","297",17,0,1,1,2,15,-0.319992868548507
"298","298",18,0,1,1,2,15,-0.279113302976559
"299","299",19,0,1,1,2,15,0.494188331267827
"300","300",20,0,1,1,2,15,-0.177330482269606
"301","301",1,1,1,1,2,16,-2.11435942568001
"302","302",2,1,1,1,2,16,0.976583312018563
"303","303",3,1,1,1,2,16,-1.864972436212
"304","304",4,1,1,1,2,16,-0.663530401472386
"305","305",5,1,1,1,2,16,-1.31592010504285
"306","306",6,1,1,1,2,16,-0.950819001193448
"307","307",7,1,1,1,2,16,1.88716654562835
"308","308",8,1,1,1,2,16,-0.182604380306748
"309","309",9,1,1,1,2,16,-1.48630053043433
"310","310",10,1,1,1,2,16,-1.84060553441858
"311","311",11,1,1,1,2,16,0.250187101272656
"312","312",12,1,1,1,2,16,-0.218559832714638
"313","313",13,1,1,1,2,16,-0.518068374543844
"314","314",14,1,1,1,2,16,-1.1293621474537
"315","315",15,1,1,1,2,16,-1.68746031014148
"316","316",16,1,1,1,2,16,-1.27519229661568
"317","317",17,1,1,1,2,16,0.800028803713914
"318","318",18,1,1,1,2,16,-0.821266694796823
"319","319",19,1,1,1,2,16,-1.58442684738449
"320","320",20,1,1,1,2,16,1.66929062242358
"321","321",1,0,0,2,2,17,-0.768668732818502
"322","322",2,0,0,2,2,17,-0.335178615123832
"323","323",3,0,0,2,2,17,0.978086996573204
"324","324",4,0,0,2,2,17,-1.72356680042976
"325","325",5,0,0,2,2,17,0.393946187628422
"326","326",6,0,0,2,2,17,0.132950371213518
"327","327",7,0,0,2,2,17,0.863099837276363
"328","328",8,0,0,2,2,17,-0.504183923634301
"329","329",9,0,0,2,2,17,0.170018809916288
"330","330",10,0,0,2,2,17,0.067098790772231
"331","331",11,0,0,2,2,17,-0.74252003099165
"332","332",12,0,0,2,2,17,1.00786780598317
"333","333",13,0,0,2,2,17,0.960402615694952
"334","334",14,0,0,2,2,17,0.500213649514998
"335","335",15,0,0,2,2,17,1.38683345454085
"336","336",16,0,0,2,2,17,0.358486425565304
"337","337",17,0,0,2,2,17,-1.47659220845804
"338","338",18,0,0,2,2,17,-0.773265414236886
"339","339",19,0,0,2,2,17,-1.42461261489836
"340","340",20,0,0,2,2,17,-0.673400636439312
"341","341",1,1,0,2,2,18,-0.905957462114257
"342","342",2,1,0,2,2,18,0.943038825170411
"343","343",3,1,0,2,2,18,-0.614579408546869
"344","344",4,1,0,2,2,18,-0.579556530043387
"345","345",5,1,0,2,2,18,-0.500190741213562
"346","346",6,1,0,2,2,18,0.312666307051405
"347","347",7,1,0,2,2,18,-0.473564404126326
"348","348",8,1,0,2,2,18,-0.437634171467048
"349","349",9,1,0,2,2,18,-1.08166047875566
"350","350",10,1,0,2,2,18,-0.724270272246319
"351","351",11,1,0,2,2,18,-0.339839559565485
"352","352",12,1,0,2,2,18,-0.988894486259664
"353","353",13,1,0,2,2,18,0.131496192632572
"354","354",14,1,0,2,2,18,-1.91839408178679
"355","355",15,1,0,2,2,18,-0.0934421392102344
"356","356",16,1,0,2,2,18,-1.93644982353759
"357","357",17,1,0,2,2,18,-0.700976126836611
"358","358",18,1,0,2,2,18,-0.928279904445006
"359","359",19,1,0,2,2,18,-1.052094780681
"360","360",20,1,0,2,2,18,-0.456896777847393
"361","361",1,0,1,2,2,19,-0.620366677224124
"362","362",2,0,1,2,2,19,0.0421158731442352
"363","363",3,0,1,2,2,19,-0.910921648552446
"364","364",4,0,1,2,2,19,0.158028772404075
"365","365",5,0,1,2,2,19,-0.654584643918818
"366","366",6,0,1,2,2,19,1.76728726937265
"367","367",7,0,1,2,2,19,0.716707476017206
"368","368",8,0,1,2,2,19,0.910174229495227
"369","369",9,0,1,2,2,19,0.384185357826345
"370","370",10,0,1,2,2,19,1.68217608051942
"371","371",11,0,1,2,2,19,-0.635736453948977
"372","372",12,0,1,2,2,19,-0.461644730360566
"373","373",13,0,1,2,2,19,1.43228223854166
"374","374",14,0,1,2,2,19,-0.650696353310367
"375","375",15,0,1,2,2,19,-0.207380743601965
"376","376",16,0,1,2,2,19,-0.392807929441984
"377","377",17,0,1,2,2,19,-0.319992868548507
"378","378",18,0,1,2,2,19,-0.279113302976559
"379","379",19,0,1,2,2,19,0.494188331267827
"380","380",20,0,1,2,2,19,-0.177330482269606
"381","381",1,1,1,2,2,20,-2.11435942568001
"382","382",2,1,1,2,2,20,0.976583312018563
"383","383",3,1,1,2,2,20,-1.864972436212
"384","384",4,1,1,2,2,20,-0.663530401472386
"385","385",5,1,1,2,2,20,-1.31592010504285
"386","386",6,1,1,2,2,20,-0.950819001193448
"387","387",7,1,1,2,2,20,1.88716654562835
"388","388",8,1,1,2,2,20,-0.182604380306748
"389","389",9,1,1,2,2,20,-1.48630053043433
"390","390",10,1,1,2,2,20,-1.84060553441858
"391","391",11,1,1,2,2,20,0.250187101272656
"392","392",12,1,1,2,2,20,-0.218559832714638
"393","393",13,1,1,2,2,20,-0.518068374543844
"394","394",14,1,1,2,2,20,-1.1293621474537
"395","395",15,1,1,2,2,20,-1.68746031014148
"396","396",16,1,1,2,2,20,-1.27519229661568
"397","397",17,1,1,2,2,20,0.800028803713914
"398","398",18,1,1,2,2,20,-0.821266694796823
"399","399",19,1,1,2,2,20,-1.58442684738449
"400","400",20,1,1,2,2,20,1.66929062242358
"401","401",1,0,0,3,2,21,-0.768668732818502
"402","402",2,0,0,3,2,21,-0.335178615123832
"403","403",3,0,0,3,2,21,0.978086996573204
"404","404",4,0,0,3,2,21,-1.72356680042976
"405","405",5,0,0,3,2,21,0.393946187628422
"406","406",6,0,0,3,2,21,0.132950371213518
"407","407",7,0,0,3,2,21,0.863099837276363
"408","408",8,0,0,3,2,21,-0.504183923634301
"409","409",9,0,0,3,2,21,0.170018809916288
"410","410",10,0,0,3,2,21,0.067098790772231
"411","411",11,0,0,3,2,21,-0.74252003099165
"412","412",12,0,0,3,2,21,1.00786780598317
"413","413",13,0,0,3,2,21,0.960402615694952
"414","414",14,0,0,3,2,21,0.500213649514998
"415","415",15,0,0,3,2,21,1.38683345454085
"416","416",16,0,0,3,2,21,0.358486425565304
"417","417",17,0,0,3,2,21,-1.47659220845804
"418","418",18,0,0,3,2,21,-0.773265414236886
"419","419",19,0,0,3,2,21,-1.42461261489836
"420","420",20,0,0,3,2,21,-0.673400636439312
"421","421",1,1,0,3,2,22,-0.905957462114257
"422","422",2,1,0,3,2,22,0.943038825170411
"423","423",3,1,0,3,2,22,-0.614579408546869
"424","424",4,1,0,3,2,22,-0.579556530043387
"425","425",5,1,0,3,2,22,-0.500190741213562
"426","426",6,1,0,3,2,22,0.312666307051405
"427","427",7,1,0,3,2,22,-0.473564404126326
"428","428",8,1,0,3,2,22,-0.437634171467048
"429","429",9,1,0,3,2,22,-1.08166047875566
"430","430",10,1,0,3,2,22,-0.724270272246319
"431","431",11,1,0,3,2,22,-0.339839559565485
"432","432",12,1,0,3,2,22,-0.988894486259664
"433","433",13,1,0,3,2,22,0.131496192632572
"434","434",14,1,0,3,2,22,-1.91839408178679
"435","435",15,1,0,3,2,22,-0.0934421392102344
"436","436",16,1,0,3,2,22,-1.93644982353759
"437","437",17,1,0,3,2,22,-0.700976126836611
"438","438",18,1,0,3,2,22,-0.928279904445006
"439","439",19,1,0,3,2,22,-1.052094780681
"440","440",20,1,0,3,2,22,-0.456896777847393
"441","441",1,0,1,3,2,23,-0.620366677224124
"442","442",2,0,1,3,2,23,0.0421158731442352
"443","443",3,0,1,3,2,23,-0.910921648552446
"444","444",4,0,1,3,2,23,0.158028772404075
"445","445",5,0,1,3,2,23,-0.654584643918818
"446","446",6,0,1,3,2,23,1.76728726937265
"447","447",7,0,1,3,2,23,0.716707476017206
"448","448",8,0,1,3,2,23,0.910174229495227
"449","449",9,0,1,3,2,23,0.384185357826345
"450","450",10,0,1,3,2,23,1.68217608051942
"451","451",11,0,1,3,2,23,-0.635736453948977
"452","452",12,0,1,3,2,23,-0.461644730360566
"453","453",13,0,1,3,2,23,1.43228223854166
"454","454",14,0,1,3,2,23,-0.650696353310367
"455","455",15,0,1,3,2,23,-0.207380743601965
"456","456",16,0,1,3,2,23,-0.392807929441984
"457","457",17,0,1,3,2,23,-0.319992868548507
"458","458",18,0,1,3,2,23,-0.279113302976559
"459","459",19,0,1,3,2,23,0.494188331267827
"460","460",20,0,1,3,2,23,-0.177330482269606
"461","461",1,1,1,3,2,24,-2.11435942568001
"462","462",2,1,1,3,2,24,0.976583312018563
"463","463",3,1,1,3,2,24,-1.864972436212
"464","464",4,1,1,3,2,24,-0.663530401472386
"465","465",5,1,1,3,2,24,-1.31592010504285
"466","466",6,1,1,3,2,24,-0.950819001193448
"467","467",7,1,1,3,2,24,1.88716654562835
"468","468",8,1,1,3,2,24,-0.182604380306748
"469","469",9,1,1,3,2,24,-1.48630053043433
"470","470",10,1,1,3,2,24,-1.84060553441858
"471","471",11,1,1,3,2,24,0.250187101272656
"472","472",12,1,1,3,2,24,-0.218559832714638
"473","473",13,1,1,3,2,24,-0.518068374543844
"474","474",14,1,1,3,2,24,-1.1293621474537
"475","475",15,1,1,3,2,24,-1.68746031014148
"476","476",16,1,1,3,2,24,-1.27519229661568
"477","477",17,1,1,3,2,24,0.800028803713914
"478","478",18,1,1,3,2,24,-0.821266694796823
"479","479",19,1,1,3,2,24,-1.58442684738449
"480","480",20,1,1,3,2,24,1.66929062242358
"481","481",1,0,0,1,3,25,0.225100377372448
"482","482",2,0,0,1,3,25,-0.438647100913033
"483","483",3,0,0,1,3,25,0.85848304870902
"484","484",4,0,0,1,3,25,0.686422651374936
"485","485",5,0,0,1,3,25,-0.819243048231147
"486","486",6,0,0,1,3,25,2.00610246454047
"487","487",7,0,0,1,3,25,-0.455027030141015
"488","488",8,0,0,1,3,25,-1.62449465021281
"489","489",9,0,0,1,3,25,-0.344399601954219
"490","490",10,0,0,1,3,25,0.00753833923234476
"491","491",11,0,0,1,3,25,2.10797839905936
"492","492",12,0,0,1,3,25,-0.0941976321062886
"493","493",13,0,0,1,3,25,0.256998805423414
"494","494",14,0,0,1,3,25,-0.277152935356531
"495","495",15,0,0,1,3,25,-0.534000842366545
"496","496",16,0,0,1,3,25,-0.234726028311276
"497","497",17,0,0,1,3,25,0.587639605630162
"498","498",18,0,0,1,3,25,1.87524500865228
"499","499",19,0,0,1,3,25,0.827392438763768
"500","500",20,0,0,1,3,25,1.0079083983867
"501","501",1,1,0,1,3,26,0.00940183965093405
"502","502",2,1,0,1,3,26,1.28887328620405
"503","503",3,1,0,1,3,26,1.18658843344197
"504","504",4,1,0,1,3,26,-0.730907800682766
"505","505",5,1,0,1,3,26,-2.68523553529247
"506","506",6,1,0,1,3,26,2.09766158983416
"507","507",7,1,0,1,3,26,0.267066166765493
"508","508",8,1,0,1,3,26,0.1413273359637
"509","509",9,1,0,1,3,26,-0.413399523145909
"510","510",10,1,0,1,3,26,0.110108422952926
"511","511",11,1,0,1,3,26,-0.564375831769667
"512","512",12,1,0,1,3,26,0.0206946432545128
"513","513",13,1,0,1,3,26,-0.800246743977644
"514","514",14,1,0,1,3,26,-1.77020787754746
"515","515",15,1,0,1,3,26,0.587838267454879
"516","516",16,1,0,1,3,26,1.11974502549955
"517","517",17,1,0,1,3,26,-0.708740569225614
"518","518",18,1,0,1,3,26,-1.65328975560769
"519","519",19,1,0,1,3,26,0.242241305677824
"520","520",20,1,0,1,3,26,-0.444709136893979
"521","521",1,0,1,1,3,27,-1.23132342155804
"522","522",2,0,1,1,3,27,0.983895570053379
"523","523",3,0,1,1,3,27,0.219924803660651
"524","524",4,0,1,1,3,27,-1.46725002909224
"525","525",5,0,1,1,3,27,0.521022742648139
"526","526",6,0,1,1,3,27,-0.158754604716016
"527","527",7,0,1,1,3,27,1.4645873119698
"528","528",8,0,1,1,3,27,-0.766081999604665
"529","529",9,0,1,1,3,27,-0.430211753928547
"530","530",10,0,1,1,3,27,-0.926109497377437
"531","531",11,0,1,1,3,27,-0.17710396143654
"532","532",12,0,1,1,3,27,0.402011779486338
"533","533",13,0,1,1,3,27,-0.731748173119606
"534","534",14,0,1,1,3,27,0.830373167981674
"535","535",15,0,1,1,3,27,-1.20808278630446
"536","536",16,0,1,1,3,27,-1.04798441280774
"537","537",17,0,1,1,3,27,1.44115770684428
"538","538",18,0,1,1,3,27,-1.01584746530465
"539","539",19,0,1,1,3,27,0.411974712317515
"540","540",20,0,1,1,3,27,-0.38107605110892
"541","541",1,1,1,1,3,28,-1.93321840682484
"542","542",2,1,1,1,3,28,-0.19786814031973
"543","543",3,1,1,1,3,28,-0.830300333928146
